Temperature_K,SOC,Frequency_Hz,Re_Z,Im_Z
278.15,0.7,80.82822193,0.0111682049696,-0.0005786723
278.15,0.7,94.36043101,0.011113945593,-0.000561928909
278.15,0.7,110.1581939,0.010975808256,-0.000390155497
278.15,0.7,128.6008081,0.0110643444084,-0.000485862299
278.15,0.7,150.1310729,0.0109628459454,-0.000493895385
278.15,0.7,175.2659209,0.0108440648842,-0.000435603129
278.15,0.7,204.6088289,0.0108248923812,-0.000477049404
278.15,0.7,238.8643079,0.0107181181952,-0.000352346566
278.15,0.7,278.8548172,0.010745894546,-0.000302346866
278.15,0.7,325.5405119,0.0107830725903,-0.000360523115
278.15,0.7,380.0422956,0.010611989177,-0.000252067199
278.15,0.7,443.6687331,0.0106536884929,-0.000299222553
278.15,0.7,517.9474679,0.0106595193583,-0.000247702419
278.15,0.7,604.6619009,0.0106832206445,-0.000282820827
278.15,0.7,705.8940087,0.0106756182602,-0.000266768366
278.15,0.7,824.074331,0.0105569472598,-0.000284576135
278.15,0.7,962.0403271,0.0105195692364,-0.000174095718
278.15,0.7,1123.104502,0.0105603686049,-0.000180101808
278.15,0.7,1311.133937,0.010496116177,-0.000156390356
278.15,0.7,1530.643141,0.0104783267825,-0.000178319859
278.15,0.7,1786.902434,0.0105315472933,-0.000154041692
